Accession Planting,Inventory Date,Status,Condition,Inventory Note,Measurement Date,Height,Height Unit,DBH,DBH Unit,Measurement Note
1978-0542-01-15,5/24/1999 0:00,Alive,,,,,,,,
1978-0542-01-15,12/19/2005 0:00,Alive,,Inventoried/Retagged.,,,,,,
1978-0542-01-15,11/28/2012 12:17,Alive,,Inventoried/Retagged.,,,,,,
1978-0542-01-15,1/4/2013 0:00,Alive,Good,Not caged. jbt,,,,,,
1978-0542-01-15,10/7/2013 17:08,Alive,Good,Not caged. jbt,,,,,,
1978-0542-01-15,2/26/2015 0:00,Alive,Good,Not caged. Old herbivory.,,,,,,
1978-0542-01-15,3/23/2017 20:32,Alive,Fair,"Not caged. Old herbivory. Undated. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
1978-0542-01-15,2/26/2018 15:20,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1978-0542-01-15,3/29/2019 19:30,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1978-0542-01-14,,,,,2/26/2020 13:39,6.3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1978-0542-01-14,,,,,2/25/2015 0:00,5.4,feet,,feet,0 arms. 0 buds.
1978-0542-01-14,,,,,1/28/2013 15:04,5.2,feet,12.5,feet,0 arms. ahp
1978-0542-01-14,5/24/1999 0:00,Alive,,,,,,,,
1978-0542-01-14,1/28/2013 0:00,Alive,Good,Not caged. ahp,,,,,,
1978-0542-01-14,3/12/2013 10:46,Alive,Good,Not caged. ahp,,,,,,
1978-0542-01-14,10/7/2013 17:14,Alive,Good,Not caged. ahp,,,,,,
1978-0542-01-14,3/5/2015 0:00,Alive,Good,Not caged. Old herbivory.,,,,,,
1978-0542-01-14,3/23/2017 20:32,Alive,Good,"Not caged. Old herbivory. Undated. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
1978-0542-01-14,2/26/2018 15:20,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1978-0542-01-14,3/29/2019 19:33,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1978-0542-01-13,,,,,2/26/2020 13:53,18.4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1978-0542-01-13,,,,,2/25/2015 0:00,17.6,feet,,feet,8 arms. 0 buds.
1978-0542-01-13,,,,,12/8/2012 14:09,17.4,feet,16,feet,8 arms. ahp.
1978-0542-01-13,5/24/1999 0:00,Alive,,,,,,,,
1978-0542-01-13,12/19/2005 0:00,Alive,,Inventoried/Retagged.,,,,,,
1978-0542-01-13,11/28/2012 12:16,Alive,,Inventoried/Retagged.,,,,,,
1978-0542-01-13,12/8/2012 0:00,Alive,Good,Inventoried/Retagged. Not caged. Rabbit damage at base. Large hole on southwest side of plant approximately 1.5 feet down from the top. ahp.,,,,,,
1978-0542-01-13,10/7/2013 17:05,Alive,Good,Inventoried/Retagged. Not caged. Rabbit damage at base. Large hole on southwest side of plant approximately 1.5 feet down from the top. ahp.,,,,,,
1978-0542-01-13,2/26/2015 0:00,Alive,Good,Not caged. Old herbivory.,,,,,,
1978-0542-01-13,3/23/2017 20:31,Alive,Fair,"Not caged. Old herbivory. Undated. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
1978-0542-01-13,2/26/2018 15:19,Alive,Poor,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1978-0542-01-13,3/29/2019 19:29,Alive,Poor,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1978-0542-01-12,,,,,1/4/2013 16:55,20.6,feet,15.3,feet,1 bud.  8 arms.  jbt
1978-0542-01-12,5/24/1999 0:00,Alive,,,,,,,,
1978-0542-01-12,12/19/2005 0:00,Alive,,Inventoried/Retagged.,,,,,,
1978-0542-01-12,11/28/2012 12:16,Alive,,Inventoried/Retagged.,,,,,,
1978-0542-01-12,1/4/2013 0:00,Alive,Good,Not caged. Rabbit damage on base.  jbt,,,,,,
1978-0542-01-12,10/7/2013 17:05,Alive,Good,Not caged. Rabbit damage on base.  jbt,,,,,,
1978-0542-01-12,2/26/2015 0:00,Alive,Good,Not caged.  Old herbivory.,,,,,,
1978-0542-01-12,2/17/2017 0:00,Dead,,"Not caged.  Old herbivory. No date. Found dead during saguaro inventory, VN, 2/17/17.",,,,,,
1978-0542-01-11,,,,,2/26/2020 13:53,22.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1978-0542-01-11,,,,,2/25/2015 0:00,22,feet,,feet,6 arms. 0 buds.
1978-0542-01-11,,,,,1/4/2013 16:59,21.3,feet,20.3,feet,6 arms.  jbt
1978-0542-01-11,5/24/1999 0:00,Alive,,,,,,,,
1978-0542-01-11,12/19/2005 0:00,Alive,,Inventoried/Retagged.,,,,,,
1978-0542-01-11,11/28/2012 12:16,Alive,,Inventoried/Retagged.,,,,,,
1978-0542-01-11,1/4/2013 0:00,Alive,Good,Not caged.  Big hole under arm on SW side.  jbt,,,,,,
1978-0542-01-11,10/7/2013 17:05,Alive,Good,Not caged.  Big hole under arm on SW side.  jbt,,,,,,
1978-0542-01-11,2/26/2015 0:00,Alive,Good,Not caged.  Old herbivory.,,,,,,
1978-0542-01-11,3/3/2015 22:32,Alive,Good,Not caged.  Old herbivory.,,,,,,
1978-0542-01-11,3/23/2017 20:31,Alive,Good,"Not caged.  Old herbivory. Undated. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
1978-0542-01-11,2/26/2018 15:19,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1978-0542-01-11,3/29/2019 19:29,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1978-0542-01-10,,,,,2/26/2020 13:53,18.2,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1978-0542-01-10,,,,,2/25/2015 0:00,17.15,feet,,feet,7 arms. 1 bud.
1978-0542-01-10,,,,,1/4/2013 17:02,16.8,feet,16.9,feet,1 bud. 7 arms. jbt
1978-0542-01-10,5/24/1999 0:00,Alive,,,,,,,,
1978-0542-01-10,12/19/2005 0:00,Alive,,Inventoried/Retagged.,,,,,,
1978-0542-01-10,11/28/2012 12:16,Alive,,Inventoried/Retagged.,,,,,,
1978-0542-01-10,1/4/2013 0:00,Alive,Good,Not caged.  Rabbit damage on base.  jbt,,,,,,
1978-0542-01-10,10/7/2013 17:05,Alive,Good,Not caged.  Rabbit damage on base.  jbt,,,,,,
1978-0542-01-10,2/26/2015 0:00,Alive,Good,Not caged.  Old herbivory.,,,,,,
1978-0542-01-10,3/23/2017 20:31,Alive,Good,"Not caged.  Old herbivory. Undated. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
1978-0542-01-10,2/26/2018 15:19,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1978-0542-01-10,3/29/2019 19:29,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1978-0542-01-1,,,,,2/26/2020 13:44,12.7,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1978-0542-01-1,,,,,3/11/2015 0:00,11.6,feet,,feet,0 arms. 0 buds.
1978-0542-01-1,,,,,10/15/2012 18:17,11.7,feet,13.6,feet,0 arms.
1978-0542-01-1,1/9/1998 0:00,Alive,,,,,,,,
1978-0542-01-1,9/15/2008 0:00,Alive,,,,,,,,
1978-0542-01-1,11/15/2008 0:00,Alive,,,,,,,,
1978-0542-01-1,10/15/2012 0:00,Alive,Good,Not caged.,,,,,,
1978-0542-01-1,11/28/2012 12:15,Alive,Good,Not caged.,,,,,,
1978-0542-01-1,10/7/2013 16:51,Alive,Good,Not caged.,,,,,,
1978-0542-01-1,3/11/2015 0:00,Alive,Good,Not caged. No herbivory.,,,,,,
1978-0542-01-1,3/11/2015 22:50,Alive,Good,Not caged. No herbivory.,,,,,,
1978-0542-01-1,3/21/2016 18:29,Alive,Poor,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16.",,,,,,
1978-0542-01-1,3/23/2017 20:31,Alive,Fair,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
1978-0542-01-1,2/26/2018 15:19,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1978-0542-01-1,3/29/2019 19:36,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1978-0533-01-1,7/28/1994 0:00,Dead,,,,,,,,
1978-0501-01-1,7/9/2012 0:00,Alive,,NOTE: This inventory date was found to be invalid during import and was modified.,,,,,,
1978-0501-01-1,3/23/2016 18:28,Dead,,This plant has not been found for several saguaro inventories, VN," 3/23/16.""""",,,,
1978-0500-01-2,,,,,2/26/2020 13:55,12.7,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1978-0500-01-2,,,,,2/27/2015 0:00,346,centimeters,,centimeters,0 arms. 0 buds.
1978-0500-01-2,,,,,1/11/2013 18:14,10.3,feet,13.2,feet,0 arms. ahp
1978-0500-01-2,1/6/1996 0:00,Alive,,,,,,,,
1978-0500-01-2,11/16/1997 0:00,Alive,,,,,,,,
1978-0500-01-2,11/28/2012 12:17,Alive,,,,,,,,
1978-0500-01-2,1/11/2013 0:00,Alive,Excellent,Caged. ahp,,,,,,
1978-0500-01-2,10/7/2013 17:10,Alive,Excellent,Caged. ahp,,,,,,
1978-0500-01-2,2/26/2015 0:00,Alive,Good,Caged. Old herbivory.,,,,,,
1978-0500-01-2,3/23/2017 20:31,Alive,Good,"Caged. Old herbivory. Undated. Saguaro Inventory 2017, Caged, Healed herbivory, VN, 2/17/17.",,,,,,
1978-0500-01-2,2/26/2018 15:19,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1978-0500-01-2,3/29/2019 19:31,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1978-0500-01-1,,,,,5/13/2013 11:29,18.5,feet,16.5,feet,5arms. 1 bud.
1978-0500-01-1,3/28/1998 0:00,Alive,,,,,,,,
1978-0500-01-1,3/28/1999 0:00,Alive,Good,,,,,,,
1978-0500-01-1,11/28/2012 12:17,Alive,Good,,,,,,,
1978-0500-01-1,5/5/2013 0:00,Dead,Good,,,,,,,
1978-0499-01-1,,,,,2/26/2020 13:37,7.4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1978-0499-01-1,,,,,3/5/2015 0:00,6.25,feet,,feet,0 arms. 0 buds.
1978-0499-01-1,,,,,1/11/2013 18:07,4.5,feet,12,feet,0 arms. ahp
1978-0499-01-1,6/1/1997 0:00,Alive,,,,,,,,
1978-0499-01-1,11/28/2012 12:17,Alive,,,,,,,,
1978-0499-01-1,1/11/2013 0:00,Alive,Excellent,Caged. ahp,,,,,,
1978-0499-01-1,10/7/2013 17:10,Alive,Excellent,Caged. ahp,,,,,,
1978-0499-01-1,2/14/2015 23:16,Alive,Excellent,Caged. ahp,,,,,,
1978-0499-01-1,3/5/2015 0:00,Alive,Excellent,Caged. No herbivory.,,,,,,
1978-0499-01-1,3/23/2017 20:31,Alive,Good,"Caged. No herbivory. Undated. Saguaro Inventory 2017, Caged, No herbivory, VN, 2/17/17.",,,,,,
1978-0499-01-1,2/26/2018 15:19,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1978-0499-01-1,3/29/2019 19:31,Alive,Excellent,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1978-0489-01-1,11/16/1997 0:00,Alive,,,,,,,,
1978-0489-01-1,3/23/2016 18:28,Dead,,This plant has not been found for several saguaro inventories, VN," 3/23/16.""""",,,,
1978-0480-01-1,,,,,2/26/2020 13:54,18.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1978-0480-01-1,,,,,2/25/2015 0:00,17.5,feet,,feet,4 arms. 0 buds.
1978-0480-01-1,,,,,1/4/2013 17:28,15.3,feet,15.1,feet,2 arms. 2 buds. jbt.
1978-0480-01-1,5/24/1999 0:00,Alive,,,,,,,,
1978-0480-01-1,11/28/2012 12:17,Alive,,,,,,,,
1978-0480-01-1,1/4/2013 0:00,Alive,Good,Not caged. jbt,,,,,,
1978-0480-01-1,10/7/2013 17:08,Alive,Good,Not caged. jbt,,,,,,
1978-0480-01-1,2/26/2015 0:00,Alive,Excellent,Not caged. No herbivory.,,,,,,
1978-0480-01-1,3/23/2017 20:31,Alive,Good,"Not caged. No herbivory. Undated. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
1978-0480-01-1,2/26/2018 15:19,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1978-0480-01-1,3/29/2019 19:30,Alive,Excellent,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1978-0472-01-1,,,,,2/26/2020 13:37,14.2,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1978-0472-01-1,,,,,2/27/2015 0:00,395,centimeters,,centimeters,0 arms. 0 buds.
1978-0472-01-1,,,,,1/11/2013 17:26,11.8,feet,16.4,feet,0 arms. ahp
1978-0472-01-1,11/16/1997 0:00,Alive,,,,,,,,
1978-0472-01-1,11/28/2012 12:17,Alive,,,,,,,,
1978-0472-01-1,1/11/2013 0:00,Alive,Excellent,Not caged. ahp,,,,,,
1978-0472-01-1,10/7/2013 17:10,Alive,Excellent,Not caged. ahp,,,,,,
1978-0472-01-1,2/14/2015 23:16,Alive,Excellent,Not caged. ahp,,,,,,
1978-0472-01-1,2/26/2015 0:00,Alive,Good,Not caged. Old herbivory.,,,,,,
1978-0472-01-1,3/23/2017 20:31,Alive,Good,"Not caged. Old herbivory. Undated. Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
1978-0472-01-1,2/26/2018 15:19,Alive,Fair,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1978-0472-01-1,2/27/2018 0:00,Alive,Good,,,,,,,
1978-0472-01-1,3/29/2019 19:31,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1978-0471-01-1,,,,,2/26/2020 13:37,14.1,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1978-0471-01-1,,,,,2/27/2015 0:00,375,centimeters,,centimeters,0 arms. 0 buds.
1978-0471-01-1,,,,,12/8/2012 13:53,11.5,feet,14,feet,0 arms. ahp.
1978-0471-01-1,11/16/1997 0:00,Alive,,,,,,,,
1978-0471-01-1,11/28/2012 12:17,Alive,,,,,,,,
1978-0471-01-1,12/8/2012 0:00,Alive,Excellent,Caged. ahp.,,,,,,
1978-0471-01-1,10/7/2013 17:10,Alive,Excellent,Caged. ahp.,,,,,,
1978-0471-01-1,2/26/2015 0:00,Alive,Good,Caged too tight. Old herbivory.,,,,,,
1978-0471-01-1,3/23/2017 20:31,Alive,Good,"Caged too tight. Old herbivory. Undated. Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
1978-0471-01-1,2/26/2018 15:19,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1978-0471-01-1,3/29/2019 19:31,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1978-0463-01-1,7/28/1994 0:00,Dead,,,,,,,,
1977-1448-01-1,,,,,2/26/2020 13:34,17.4,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1977-1448-01-1,,,,,2/26/2015 0:00,14.2,feet,,feet,0 arms. 2 buds.
1977-1448-01-1,,,,,10/15/2012 18:17,14.2,feet,16.8,feet,"0 arms, 2 buds, dl."
1977-1448-01-1,1/9/1998 0:00,Alive,,,,,,,,
1977-1448-01-1,9/15/2008 0:00,Alive,,,,,,,,
1977-1448-01-1,11/20/2008 0:00,Alive,,,,,,,,
1977-1448-01-1,11/15/2012 0:00,Alive,Good,"Not caged, DL.",,,,,,
1977-1448-01-1,11/28/2012 12:15,Alive,Good,"Not caged, DL.",,,,,,
1977-1448-01-1,10/7/2013 16:51,Alive,Good,"Not caged, DL.",,,,,,
1977-1448-01-1,2/26/2015 0:00,Alive,Good,Not caged. No herbivory.,,,,,,
1977-1448-01-1,2/26/2015 22:45,Alive,Good,Not caged. No herbivory.,,,,,,
1977-1448-01-1,3/21/2016 18:29,Alive,Good,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16.",,,,,,
1977-1448-01-1,3/23/2017 20:31,Alive,Fair,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
1977-1448-01-1,2/26/2018 15:19,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1977-1448-01-1,3/29/2019 19:22,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1977-1447-01-1,11/16/1997 0:00,Alive,,,,,,,,
1977-1447-01-1,3/23/2016 18:28,Dead,,This plant has not been found for several saguaro inventories, VN," 3/23/16.""""",,,,
1977-1446-01-1,,,,,2/26/2020 13:56,14.8,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1977-1446-01-1,,,,,2/27/2015 0:00,418,centimeters,,centimeters,0 arms. 0 buds.
1977-1446-01-1,,,,,1/11/2013 18:03,12.4,feet,13.6,feet,0 arms. ahp
1977-1446-01-1,11/16/1997 0:00,Alive,,,,,,,,
1977-1446-01-1,11/28/2012 12:17,Alive,,,,,,,,
1977-1446-01-1,1/11/2013 0:00,Alive,Excellent,Not caged. ahp,,,,,,
1977-1446-01-1,10/7/2013 17:10,Alive,Excellent,Not caged. ahp,,,,,,
1977-1446-01-1,2/14/2015 23:15,Alive,Excellent,Not caged. ahp,,,,,,
1977-1446-01-1,2/26/2015 0:00,Alive,Good,Not caged. Old herbivory.,,,,,,
1977-1446-01-1,3/23/2017 20:31,Alive,Good,"Not caged. Old herbivory. Undated. Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
1977-1446-01-1,2/26/2018 15:19,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1977-1446-01-1,3/29/2019 19:31,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1977-1445-01-1,,,,,2/26/2020 13:34,11.9,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1977-1445-01-1,,,,,2/26/2015 0:00,10.5,feet,,feet,0 arms. 0 buds.
1977-1445-01-1,,,,,10/15/2012 18:18,10.5,feet,15.3,feet,0 arms.
1977-1445-01-1,1/9/1998 0:00,Alive,,,,,,,,
1977-1445-01-1,9/15/2008 0:00,Alive,,,,,,,,
1977-1445-01-1,11/15/2008 0:00,Alive,,,,,,,,
1977-1445-01-1,10/15/2012 0:00,Alive,Excellent,Not caged.,,,,,,
1977-1445-01-1,11/28/2012 12:15,Alive,Excellent,Not caged.,,,,,,
1977-1445-01-1,10/7/2013 16:51,Alive,Excellent,Not caged.,,,,,,
1977-1445-01-1,11/4/2014 22:48,Alive,Excellent,Not caged.,,,,,,
1977-1445-01-1,12/22/2014 23:46,Alive,Excellent,Not caged.,,,,,,
1977-1445-01-1,2/26/2015 0:00,Alive,Excellent,Not caged. No herbivory.,,,,,,
1977-1445-01-1,2/26/2015 22:45,Alive,Excellent,Not caged. No herbivory.,,,,,,
1977-1445-01-1,3/21/2016 18:29,Alive,Good,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16.",,,,,,
1977-1445-01-1,3/23/2017 20:31,Alive,Good,"Not caged. No herbivory. Undated. Inventoried during 2016 saguaro inventory, Not caged, No herbivory, VN, 2/24/16. Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
1977-1445-01-1,2/26/2018 15:19,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1977-1445-01-1,3/29/2019 19:22,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1977-0887-01-1,7/9/2012 0:00,Alive,,NOTE: This inventory date was found to be invalid during import and was modified.,,,,,,
1977-0887-01-1,3/23/2016 18:28,Dead,,This plant has not been found for several saguaro inventories, VN," 3/23/16.""""",,,,
1977-0886-01-1,,,,,2/26/2020 13:55,13.3,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1977-0886-01-1,,,,,2/27/2015 0:00,358,centimeters,,centimeters,0 arms. 0 buds.
1977-0886-01-1,,,,,1/11/2013 18:18,10.7,feet,15.6,feet,0 arms. ahp
1977-0886-01-1,6/1/1997 0:00,Alive,,,,,,,,
1977-0886-01-1,4/28/2011 0:00,Alive,,checked while vouchering,,,,,,
1977-0886-01-1,11/28/2012 12:17,Alive,,checked while vouchering,,,,,,
1977-0886-01-1,1/11/2013 0:00,Alive,Excellent,Not caged. ahp,,,,,,
1977-0886-01-1,10/7/2013 17:10,Alive,Excellent,Not caged. ahp,,,,,,
1977-0886-01-1,2/26/2015 0:00,Alive,Good,Not caged. Old herbivory.,,,,,,
1977-0886-01-1,8/27/2015 23:16,Alive,Good,Not caged. Old herbivory.,,,,,,
1977-0886-01-1,3/23/2017 20:31,Alive,Good,"Not caged. Old herbivory. Undated. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
1977-0886-01-1,2/26/2018 15:13,Alive,Fair,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1977-0886-01-1,2/27/2018 0:00,Alive,Good,,,,,,,
1977-0886-01-1,3/29/2019 19:31,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1977-0885-01-1,,,,,2/26/2020 13:55,13.2,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1977-0885-01-1,,,,,2/27/2015 0:00,346,centimeters,,centimeters,0 arms. 0 buds.
1977-0885-01-1,,,,,1/11/2013 18:20,10.5,feet,15.1,feet,0 arms. ahp
1977-0885-01-1,11/16/1997 0:00,Alive,,,,,,,,
1977-0885-01-1,11/28/2012 12:17,Alive,,,,,,,,
1977-0885-01-1,1/11/2013 0:00,Alive,Excellent,Not caged. ahp,,,,,,
1977-0885-01-1,10/7/2013 17:10,Alive,Excellent,Not caged. ahp,,,,,,
1977-0885-01-1,2/26/2015 0:00,Alive,Good,Not caged. Old herbivory.,,,,,,
1977-0885-01-1,3/23/2017 20:31,Alive,Fair,"Not caged. Old herbivory. Undated. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
1977-0885-01-1,2/26/2018 15:13,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1977-0885-01-1,3/29/2019 19:31,Alive,Fair,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1977-0387-01-2,7/26/1994 0:00,Dead,,,,,,,,
1977-0387-01-2,1/12/2013 23:30,Dead,,,,,,,,
1977-0387-01-2,1/31/2013 0:00,Alive,Good,"Plant listed as dead with cause of death as unable to locate, assumed dead. Plant found in Garden grounds during 2012 mapping and inventory for IMLS Living Collections grant; status changed to alive.",,,,,,
1977-0387-01-2,3/22/2017 0:01,Alive,Good,"Plant listed as dead with cause of death as unable to locate, assumed dead. Plant found in Garden grounds during 2012 mapping and inventory for IMLS Living Collections grant; status changed to alive.",,,,,,
1977-0387-01-2,3/23/2017 0:00,Dead,,"Plant listed as dead with cause of death as unable to locate, assumed dead. Plant found in Garden grounds during 2012 mapping and inventory for IMLS Living Collections grant; status changed to alive. Missing, VN, 3-21-17.",,,,,,
1977-0387-01-1,7/9/2012 0:00,Dead,,NOTE: This inventory date was found to be invalid during import and was modified.,,,,,,
1976-0379-01-9,,,,,2/26/2020 13:40,18.9,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1976-0379-01-9,,,,,2/25/2015 0:00,17,feet,,feet,0 arms. 0 buds.
1976-0379-01-9,,,,,11/27/2013 0:00,17.5,feet,,feet,0 arms. VN
1976-0379-01-9,12/16/1997 0:00,Alive,,,,,,,,
1976-0379-01-9,10/4/2006 0:00,Dead,,Found dead,,,,,,
1976-0379-01-9,3/12/2013 10:50,Dead,,Found dead,,,,,,
1976-0379-01-9,10/8/2013 11:18,Dead,,Found dead,,,,,,
1976-0379-01-9,11/22/2013 0:00,Alive,,Found alive during 2012-2013 saguaro inventory. VN.,,,,,,
1976-0379-01-9,11/27/2013 0:00,Alive,Good,Found alive during 2012-2013 saguaro inventory. VN. Not caged. VN,,,,,,
1976-0379-01-9,3/6/2015 0:00,Alive,Good,Not caged. No herbivory.,,,,,,
1976-0379-01-9,3/23/2017 20:11,Alive,Good,"Not caged. No herbivory. Undated. Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
1976-0379-01-9,2/26/2018 15:42,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1976-0379-01-9,3/29/2019 19:34,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1976-0379-01-8,,,,,2/26/2020 13:41,13.5,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1976-0379-01-8,,,,,2/26/2013 21:31,9.9,feet,18.9,feet,"0 arms, dl"
1976-0379-01-8,3/17/1999 0:00,Alive,,,,,,,,
1976-0379-01-8,11/28/2012 12:16,Alive,,,,,,,,
1976-0379-01-8,1/15/2013 9:15,Alive,,,,,,,,
1976-0379-01-8,2/26/2013 0:00,Alive,Excellent,"not caged, has old tag, dl",,,,,,
1976-0379-01-8,10/8/2013 11:18,Alive,Excellent,"not caged, has old tag, dl",,,,,,
1976-0379-01-8,2/26/2015 0:00,Alive,Good,Not caged. Old herbivory.,,,,,,
1976-0379-01-8,3/23/2017 20:11,Alive,Good,"Not caged. Old herbivory. Undated. Saguaro Inventory 2017, Not caged, Healed herbivory, VN, 2/17/17.",,,,,,
1976-0379-01-8,2/26/2018 15:41,Alive,Excellent,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1976-0379-01-8,3/29/2019 19:34,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
1976-0379-01-7,,,,,2/26/2020 13:41,13.5,feet,,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20."
1976-0379-01-7,,,,,2/25/2013 14:23,10.7,feet,13.6,feet,
1976-0379-01-7,3/17/1999 0:00,Alive,,,,,,,,
1976-0379-01-7,11/28/2012 12:16,Alive,,,,,,,,
1976-0379-01-7,1/15/2013 9:15,Alive,,,,,,,,
1976-0379-01-7,2/25/2013 0:00,Alive,Excellent,Not caged.,,,,,,
1976-0379-01-7,3/12/2013 10:50,Alive,,,,,,,,
1976-0379-01-7,3/16/2013 13:00,Alive,Excellent,Not caged.,,,,,,
1976-0379-01-7,10/8/2013 11:19,Alive,Excellent,Not caged.,,,,,,
1976-0379-01-7,2/26/2015 0:00,Alive,Good,Not caged. Old herbivory.,,,,,,
1976-0379-01-7,3/23/2017 20:11,Alive,Excellent,"Not caged. Old herbivory. Undated. Saguaro Inventory 2017, Not caged, No herbivory, VN, 2/17/17.",,,,,,
1976-0379-01-7,2/26/2018 15:41,Alive,Good,"Saguaro Inventory 2018, VN, 2/26/18.",,,,,,
1976-0379-01-7,3/29/2019 19:34,Alive,Good,"Saguaro Inventory 2019, VN, 2/15/19",,,,,,
